Datetime,Open,High,Low,Close,Tickvol
2018-01-02 00:00:00,1.25373,1.2551700000000001,1.25373,1.2551700000000001,1122
2018-01-02 01:00:00,1.25518,1.2559,1.25489,1.25568,1883
2018-01-02 02:00:00,1.25567,1.2557,1.25453,1.2545600000000001,1110
2018-01-02 03:00:00,1.2545600000000001,1.2546899999999999,1.25376,1.2542799999999998,3317
2018-01-02 04:00:00,1.25429,1.25473,1.25425,1.25457,1914
2018-01-02 05:00:00,1.25457,1.25458,1.25321,1.25349,1787
2018-01-02 06:00:00,1.2535,1.25391,1.25326,1.2535100000000001,1303
2018-01-02 07:00:00,1.2535100000000001,1.2535100000000001,1.253,1.2532,1230
2018-01-02 08:00:00,1.25319,1.2537,1.2525899999999999,1.25272,1765
2018-01-02 09:00:00,1.25272,1.2532,1.25204,1.25258,4029
2018-01-02 10:00:00,1.2525899999999999,1.25355,1.25201,1.2526,4267
2018-01-02 11:00:00,1.25258,1.25315,1.25201,1.2530700000000001,3886
2018-01-02 12:00:00,1.2530700000000001,1.25413,1.25278,1.25375,3586
2018-01-02 13:00:00,1.2537399999999999,1.25495,1.25363,1.25485,3998
2018-01-02 14:00:00,1.2548700000000002,1.2549700000000001,1.2530299999999999,1.25406,4029
2018-01-02 15:00:00,1.25404,1.25466,1.25309,1.25336,5312
2018-01-02 16:00:00,1.25335,1.25443,1.25237,1.25404,7024
2018-01-02 17:00:00,1.25404,1.25414,1.2502799999999998,1.2503,9671
2018-01-02 18:00:00,1.2503,1.2512299999999998,1.25001,1.2508,7866
2018-01-02 19:00:00,1.25081,1.2511,1.2500200000000001,1.25076,3908
2018-01-02 20:00:00,1.25076,1.25099,1.2505600000000001,1.25068,2446
2018-01-02 21:00:00,1.2506899999999999,1.25095,1.2504600000000001,1.2508299999999999,2379
2018-01-02 22:00:00,1.2508299999999999,1.2511,1.25053,1.2505899999999999,2344
2018-01-02 23:00:00,1.2505899999999999,1.25136,1.2505899999999999,1.25116,3095
2018-01-03 00:00:00,1.2511299999999999,1.2519,1.2511299999999999,1.25147,1072
2018-01-03 01:00:00,1.2514399999999999,1.25168,1.2501200000000001,1.25072,4587
2018-01-03 02:00:00,1.25068,1.2516399999999999,1.25003,1.25129,1856
2018-01-03 03:00:00,1.2513100000000001,1.2520200000000001,1.25074,1.25112,2909
2018-01-03 04:00:00,1.25111,1.25306,1.25106,1.25272,2986
2018-01-03 05:00:00,1.25272,1.25285,1.25211,1.25213,1565
2018-01-03 06:00:00,1.2521200000000001,1.25214,1.2513100000000001,1.25158,1760
2018-01-03 07:00:00,1.25159,1.25191,1.2510299999999999,1.25105,1513
2018-01-03 08:00:00,1.25104,1.25235,1.25074,1.2520799999999999,2689
2018-01-03 09:00:00,1.25207,1.25274,1.2515399999999999,1.2517399999999999,4282
2018-01-03 10:00:00,1.25175,1.25282,1.2513,1.2516100000000001,3203
2018-01-03 11:00:00,1.2516100000000001,1.25227,1.2508,1.25223,3023
2018-01-03 12:00:00,1.25223,1.25273,1.25157,1.25234,3672
2018-01-03 13:00:00,1.25234,1.2525899999999999,1.25175,1.2522,3048
2018-01-03 14:00:00,1.25219,1.25266,1.25126,1.2519799999999999,3167
2018-01-03 15:00:00,1.2519799999999999,1.2526700000000002,1.24991,1.25243,5753
2018-01-03 16:00:00,1.25245,1.25379,1.25201,1.25299,7155
2018-01-03 17:00:00,1.25304,1.25386,1.25203,1.2537200000000002,8470
2018-01-03 18:00:00,1.2537200000000002,1.25474,1.25335,1.25347,5080
2018-01-03 19:00:00,1.25346,1.25405,1.25286,1.2537,2560
2018-01-03 20:00:00,1.2537,1.25424,1.25289,1.25373,3073
2018-01-03 21:00:00,1.2537200000000002,1.25539,1.25336,1.25368,5814
2018-01-03 22:00:00,1.25368,1.25429,1.25281,1.25386,3408
2018-01-03 23:00:00,1.25386,1.25455,1.2535399999999999,1.25366,2674
2018-01-04 00:00:00,1.25352,1.2542,1.25352,1.25414,782
2018-01-04 01:00:00,1.25414,1.25479,1.25383,1.25471,1396
2018-01-04 02:00:00,1.25471,1.2552,1.25434,1.25479,2428
2018-01-04 03:00:00,1.25478,1.25553,1.25465,1.25488,2987
2018-01-04 04:00:00,1.25488,1.25488,1.2539799999999999,1.25399,2902
2018-01-04 05:00:00,1.254,1.25453,1.25368,1.25387,2139
2018-01-04 06:00:00,1.25387,1.25391,1.25305,1.25329,1884
2018-01-04 07:00:00,1.25329,1.2536399999999999,1.2529299999999999,1.2531299999999999,1974
2018-01-04 08:00:00,1.25311,1.25335,1.25155,1.2525,4205
2018-01-04 09:00:00,1.2525,1.2529700000000001,1.2518200000000002,1.25224,4699
2018-01-04 10:00:00,1.25224,1.25253,1.25189,1.25223,4073
2018-01-04 11:00:00,1.25226,1.2528700000000002,1.25199,1.25254,3772
2018-01-04 12:00:00,1.25255,1.2529700000000001,1.25159,1.2519200000000001,4209
2018-01-04 13:00:00,1.25193,1.2524600000000001,1.25118,1.25171,4398
2018-01-04 14:00:00,1.2517,1.25291,1.2513,1.25251,4052
2018-01-04 15:00:00,1.25251,1.25439,1.2521,1.25305,10016
2018-01-04 16:00:00,1.25305,1.25334,1.25153,1.25167,7833
2018-01-04 17:00:00,1.25168,1.25273,1.2508700000000001,1.25273,9731
2018-01-04 18:00:00,1.25271,1.25325,1.25163,1.2522799999999998,7931
2018-01-04 19:00:00,1.2522799999999998,1.25255,1.25052,1.25081,4649
2018-01-04 20:00:00,1.2508299999999999,1.25159,1.25047,1.25065,3832
2018-01-04 21:00:00,1.25066,1.2508700000000001,1.24884,1.24961,3942
2018-01-04 22:00:00,1.2496,1.24994,1.24888,1.24981,3456
2018-01-04 23:00:00,1.24979,1.2498200000000002,1.24842,1.24882,2842
2018-01-05 00:00:00,1.2487700000000002,1.2492299999999998,1.2482799999999998,1.24916,2029
2018-01-05 01:00:00,1.2491,1.2491,1.2485600000000001,1.24909,2916
2018-01-05 02:00:00,1.24909,1.2492,1.2483799999999998,1.24882,2491
2018-01-05 03:00:00,1.24882,1.24949,1.24834,1.24938,1923
2018-01-05 04:00:00,1.2494299999999998,1.24952,1.24916,1.24919,2126
2018-01-05 05:00:00,1.2492,1.24928,1.24837,1.24878,1757
2018-01-05 06:00:00,1.24878,1.24891,1.24847,1.24847,1409
2018-01-05 07:00:00,1.24847,1.24939,1.24847,1.24925,1844
2018-01-05 08:00:00,1.24925,1.25066,1.24902,1.25052,2227
2018-01-05 09:00:00,1.25051,1.25079,1.2496200000000002,1.25078,3506
2018-01-05 10:00:00,1.25078,1.2509299999999999,1.25011,1.25053,3399
2018-01-05 11:00:00,1.25055,1.25135,1.25013,1.25073,4074
2018-01-05 12:00:00,1.25076,1.25104,1.2498,1.25086,3660
2018-01-05 13:00:00,1.2508700000000001,1.25128,1.25034,1.25042,2484
2018-01-05 14:00:00,1.25042,1.25098,1.24953,1.25078,3505
2018-01-05 15:00:00,1.2507700000000002,1.25127,1.2367,1.23735,20307
2018-01-05 16:00:00,1.23736,1.23926,1.2355200000000002,1.2381799999999998,15382
2018-01-05 17:00:00,1.2381799999999998,1.2410299999999999,1.2375399999999999,1.23949,13053
2018-01-05 18:00:00,1.23948,1.24022,1.23853,1.23971,7174
2018-01-05 19:00:00,1.23971,1.24096,1.23953,1.24058,3741
2018-01-05 20:00:00,1.2405700000000002,1.24125,1.24003,1.2406,3322
2018-01-05 21:00:00,1.2405899999999999,1.24091,1.24015,1.24068,2716
2018-01-05 22:00:00,1.2406700000000002,1.24149,1.2406,1.2412100000000001,2138
2018-01-05 23:00:00,1.2412100000000001,1.2415100000000001,1.24078,1.24132,2554
2018-01-08 00:00:00,1.24076,1.24111,1.2407299999999999,1.24079,297
2018-01-08 01:00:00,1.2408,1.24098,1.23942,1.23945,2269
2018-01-08 02:00:00,1.23946,1.23984,1.23874,1.23889,1572
2018-01-08 03:00:00,1.23888,1.23901,1.2378200000000001,1.2389,3464
2018-01-08 04:00:00,1.23889,1.24025,1.2387299999999999,1.23975,2985
2018-01-08 05:00:00,1.23976,1.24009,1.23947,1.23957,1451
2018-01-08 06:00:00,1.23957,1.24025,1.2395399999999999,1.24014,1920
2018-01-08 07:00:00,1.24015,1.2407,1.23981,1.24045,2033
2018-01-08 08:00:00,1.2404600000000001,1.24065,1.23985,1.24042,1694
2018-01-08 09:00:00,1.24042,1.24195,1.24042,1.2413399999999999,3635
2018-01-08 10:00:00,1.2413399999999999,1.24168,1.2404899999999999,1.2412299999999998,4152
2018-01-08 11:00:00,1.24122,1.24177,1.24089,1.24142,2161
2018-01-08 12:00:00,1.2414,1.2418200000000001,1.2403600000000001,1.24042,3161
2018-01-08 13:00:00,1.24041,1.24132,1.23875,1.2411299999999998,3928
2018-01-08 14:00:00,1.24114,1.24275,1.24041,1.24237,4108
2018-01-08 15:00:00,1.24237,1.24292,1.24127,1.24264,5953
2018-01-08 16:00:00,1.24264,1.24383,1.24214,1.2435100000000001,5330
2018-01-08 17:00:00,1.2435200000000002,1.24498,1.24013,1.24211,9381
2018-01-08 18:00:00,1.24211,1.24317,1.24085,1.24253,5903
2018-01-08 19:00:00,1.24251,1.24301,1.2417799999999999,1.24224,3574
2018-01-08 20:00:00,1.24224,1.24232,1.24165,1.24186,2511
2018-01-08 21:00:00,1.2418799999999999,1.24224,1.2414100000000001,1.2421,1785
2018-01-08 22:00:00,1.24214,1.24274,1.2421200000000001,1.2422600000000001,1910
2018-01-08 23:00:00,1.24231,1.2426,1.24175,1.2419799999999999,1407
2018-01-09 00:00:00,1.24189,1.24245,1.24184,1.2419799999999999,551
2018-01-09 01:00:00,1.2419799999999999,1.24243,1.24138,1.24149,1917
2018-01-09 02:00:00,1.24149,1.24193,1.24117,1.2414100000000001,1856
2018-01-09 03:00:00,1.2414100000000001,1.24234,1.24099,1.2415399999999999,3390
2018-01-09 04:00:00,1.2415399999999999,1.2416200000000002,1.24055,1.24078,4316
2018-01-09 05:00:00,1.24078,1.24129,1.24051,1.24084,1994
2018-01-09 06:00:00,1.24085,1.24143,1.24081,1.2413100000000001,1286
2018-01-09 07:00:00,1.2413100000000001,1.2413399999999999,1.24068,1.2412100000000001,1296
2018-01-09 08:00:00,1.2412100000000001,1.24167,1.24081,1.24114,2148
2018-01-09 09:00:00,1.2411299999999998,1.24215,1.23979,1.24177,5981
2018-01-09 10:00:00,1.24176,1.2443,1.24173,1.2440799999999999,6273
2018-01-09 11:00:00,1.2441,1.24484,1.2436399999999999,1.2439200000000001,5085
2018-01-09 12:00:00,1.24391,1.2447700000000002,1.24349,1.24415,3938
2018-01-09 13:00:00,1.24414,1.24481,1.24253,1.24273,4043
2018-01-09 14:00:00,1.24276,1.2434100000000001,1.24223,1.24266,3123
2018-01-09 15:00:00,1.24268,1.24411,1.2423600000000001,1.24311,4902
2018-01-09 16:00:00,1.24312,1.24589,1.24292,1.2457200000000002,7693
2018-01-09 17:00:00,1.2457200000000002,1.2478,1.24519,1.24606,9417
2018-01-09 18:00:00,1.24605,1.2466899999999999,1.2454,1.2458,6653
2018-01-09 19:00:00,1.24579,1.24692,1.24574,1.24614,3652
2018-01-09 20:00:00,1.24614,1.2463,1.2454,1.24548,2735
2018-01-09 21:00:00,1.2455,1.2461200000000001,1.2451,1.24591,3170
2018-01-09 22:00:00,1.2459200000000001,1.24684,1.24577,1.24658,2991
2018-01-09 23:00:00,1.2465700000000002,1.24672,1.2461,1.24623,1970
2018-01-10 00:00:00,1.2463600000000001,1.24643,1.24566,1.24614,625
2018-01-10 01:00:00,1.24615,1.2474100000000001,1.2460799999999999,1.2474100000000001,2018
2018-01-10 02:00:00,1.2474,1.2474100000000001,1.24615,1.24668,2563
2018-01-10 03:00:00,1.24668,1.24737,1.2456,1.24569,4997
2018-01-10 04:00:00,1.2457,1.24611,1.24553,1.24563,2417
2018-01-10 05:00:00,1.2456200000000002,1.24619,1.2455200000000002,1.24607,1393
2018-01-10 06:00:00,1.24606,1.2466,1.24596,1.24621,1501
2018-01-10 07:00:00,1.2462,1.24732,1.24613,1.24708,1715
2018-01-10 08:00:00,1.2471,1.24759,1.24647,1.2470299999999999,3253
2018-01-10 09:00:00,1.24702,1.24705,1.2457,1.2463799999999998,6578
2018-01-10 10:00:00,1.2463799999999998,1.24643,1.2442600000000001,1.2447700000000002,4659
2018-01-10 11:00:00,1.24478,1.24609,1.24452,1.24542,4036
2018-01-10 12:00:00,1.2454100000000001,1.24678,1.24296,1.24396,11033
2018-01-10 13:00:00,1.24395,1.2443899999999999,1.24275,1.24416,8823
2018-01-10 14:00:00,1.24416,1.24517,1.24348,1.24494,6730
2018-01-10 15:00:00,1.2449299999999999,1.24872,1.24479,1.2484600000000001,8707
2018-01-10 16:00:00,1.24845,1.24942,1.24739,1.24829,9906
2018-01-10 17:00:00,1.2483,1.24845,1.24634,1.2479200000000001,10328
2018-01-10 18:00:00,1.24796,1.24932,1.24765,1.24865,6758
2018-01-10 19:00:00,1.24865,1.24929,1.24803,1.2481200000000001,4693
2018-01-10 20:00:00,1.24811,1.24894,1.2481,1.24863,3543
2018-01-10 21:00:00,1.24864,1.25834,1.24832,1.25776,19667
2018-01-10 22:00:00,1.25776,1.25796,1.25032,1.25453,11516
2018-01-10 23:00:00,1.25453,1.25465,1.2536200000000002,1.25465,2687
2018-01-11 00:00:00,1.25455,1.25553,1.25407,1.25441,914
2018-01-11 01:00:00,1.25442,1.25484,1.25282,1.2533100000000001,1773
2018-01-11 02:00:00,1.2533100000000001,1.256,1.2533100000000001,1.25435,5795
2018-01-11 03:00:00,1.25435,1.25496,1.25348,1.25492,5320
2018-01-11 04:00:00,1.25491,1.2559799999999999,1.25407,1.25439,3210
2018-01-11 05:00:00,1.25439,1.2558200000000002,1.25394,1.2549,5375
2018-01-11 06:00:00,1.2549,1.2556200000000002,1.25468,1.25488,2591
2018-01-11 07:00:00,1.2548700000000002,1.2552299999999998,1.25403,1.2545600000000001,2640
2018-01-11 08:00:00,1.25458,1.25573,1.25409,1.25557,3461
2018-01-11 09:00:00,1.25559,1.25663,1.25457,1.25578,5707
2018-01-11 10:00:00,1.25577,1.2581,1.25575,1.25747,6516
2018-01-11 11:00:00,1.25746,1.25904,1.25631,1.2565600000000001,6143
2018-01-11 12:00:00,1.2565600000000001,1.2566899999999999,1.25453,1.2556,5139
2018-01-11 13:00:00,1.2556,1.25814,1.2556,1.2581,4478
2018-01-11 14:00:00,1.2581,1.25839,1.25619,1.25725,7684
2018-01-11 15:00:00,1.2572299999999998,1.25742,1.25322,1.256,13807
2018-01-11 16:00:00,1.25601,1.25675,1.25358,1.25423,10965
2018-01-11 17:00:00,1.25423,1.25454,1.2524,1.2534100000000001,10632
2018-01-11 18:00:00,1.25342,1.2542200000000001,1.25251,1.25268,6098
2018-01-11 19:00:00,1.2526700000000002,1.25369,1.25222,1.2526700000000002,4094
2018-01-11 20:00:00,1.2526700000000002,1.2535100000000001,1.25152,1.25253,5477
2018-01-11 21:00:00,1.25253,1.25301,1.25179,1.25233,4001
2018-01-11 22:00:00,1.2523600000000001,1.25305,1.25222,1.2526700000000002,2587
2018-01-11 23:00:00,1.25268,1.25619,1.25179,1.25207,3797
2018-01-12 00:00:00,1.2517399999999999,1.25229,1.25168,1.25201,1332
2018-01-12 01:00:00,1.25201,1.25282,1.25199,1.25223,2542
2018-01-12 02:00:00,1.25223,1.25243,1.2508299999999999,1.25128,3873
2018-01-12 03:00:00,1.2513,1.25244,1.25119,1.25223,3609
2018-01-12 04:00:00,1.25227,1.2526899999999999,1.2516399999999999,1.25254,2940
2018-01-12 05:00:00,1.25253,1.25308,1.25205,1.2524899999999999,1667
2018-01-12 06:00:00,1.2524899999999999,1.25299,1.2522,1.25286,1842
2018-01-12 07:00:00,1.25284,1.25404,1.2525899999999999,1.25371,1988
2018-01-12 08:00:00,1.2537200000000002,1.2540799999999999,1.2533100000000001,1.2534299999999998,2460
2018-01-12 09:00:00,1.25345,1.2549,1.25339,1.25472,5355
2018-01-12 10:00:00,1.25472,1.25536,1.25243,1.2524600000000001,7314
2018-01-12 11:00:00,1.2524600000000001,1.25282,1.2513100000000001,1.25175,6632
2018-01-12 12:00:00,1.25176,1.25231,1.25091,1.25158,3516
2018-01-12 13:00:00,1.25159,1.25235,1.25109,1.25204,4407
2018-01-12 14:00:00,1.25204,1.25316,1.25201,1.25248,4790
2018-01-12 15:00:00,1.25248,1.25563,1.25086,1.2542,18401
2018-01-12 16:00:00,1.25421,1.25453,1.24994,1.25115,15666
2018-01-12 17:00:00,1.25114,1.25156,1.24929,1.25108,11589
2018-01-12 18:00:00,1.25108,1.25339,1.25047,1.25184,9462
2018-01-12 19:00:00,1.25185,1.25185,1.25054,1.25058,4601
2018-01-12 20:00:00,1.25058,1.25063,1.2469,1.2479200000000001,6025
2018-01-12 21:00:00,1.24793,1.24934,1.2477,1.2485,6468
2018-01-12 22:00:00,1.2484899999999999,1.2488,1.24695,1.24716,3011
